what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1362718727233
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1362718727233
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1362718727234
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1362718727234
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1362718727234
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1362718727235
os,sysinfo,,,"win32",1362718727242
arch,sysinfo,,,"x86_64",1362718727242
ws,sysinfo,,,"win32",1362718727242
locale,sysinfo,,,"en_US",1362718727242
processors,sysinfo,,,"8",1362718727242
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362718727242
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1362718727242
java.specification.name,sysinfo,,,"Java Platform API Specification",1362718727242
java.specification.vendor,sysinfo,,,"Oracle Corporation",1362718727242
java.specification.version,sysinfo,,,"1.7",1362718727242
java.vendor,sysinfo,,,"Oracle Corporation",1362718727242
java.version,sysinfo,,,"1.7.0_03",1362718727242
java.vm.info,sysinfo,,,"mixed mode",1362718727242
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1362718727242
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362718727242
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1362718727242
java.vm.specification.version,sysinfo,,,"1.7",1362718727242
java.vm.vendor,sysinfo,,,"Oracle Corporation",1362718727242
java.vm.version,sysinfo,,,"22.1-b02",1362718727242
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1362718727246
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1362718727867
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718727872
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718727909
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1362718727957
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1362718728517
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1362718728639
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1362718728646
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1362718728650
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1362718728866
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1362718730806
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1362718730920
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1362718730922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718734001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718735929
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1362718737493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718739272
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1362718792795
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1362718792943
error,log,,,"Failed to load properties file for project 'iStranger'",1362718793222
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1362718793312
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1362718793368
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1362718794264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718794376
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1362718794603
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1362718794917
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1362718795006
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1362718795633
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1362718795886
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1362718804743
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362718804963
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362718805336
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1362718805558
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1362718805930
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718810093
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1362718812313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1362718815871
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362718821573
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718828818
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1362718833849
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1362718834285
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1362718834301
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1362718834448
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1362718834484
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1362718835991
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1362718836119
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1362718842385
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1362718842649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718842679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718846285
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718846307
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1362718850394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362718871735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1362718873312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718874768
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1362718875123
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1362718875263
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362718875336
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718875589
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362718876670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718887535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718915515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718928016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718931587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362718932052
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1362718937082
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1362718937131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718943238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718943387
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362718960087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362718964543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719008563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719019274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719020811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1362719020823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719023599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719025052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362719025064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719038451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719055974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719062083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719072889
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719073348
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719073474
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362719074276
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719074532
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362719074946
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719075106
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362719075268
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719076445
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1362719080005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719118051
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719129019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719129117
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719129148
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1362719130479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362719152293
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719154499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719157487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719162053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719162099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719164940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719165051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719168724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719168821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719176346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719176466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719178510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719178636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719180760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719180877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719183759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719183867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719186527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719186654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719189044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719189148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362719199562
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362719203938
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719204179
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1362719214683
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719215324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719233130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719245554
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362719245593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719254164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719259615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719261375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719266801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719276440
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719280253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362719284723
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362719286473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1362719288371
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719289563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719290894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719301132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719301237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719313084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719335923
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1362719348343
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719348402
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1362719349638
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719349685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719356072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719358723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719371754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719384520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719415073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719443817
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719445227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362719469448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362719470176
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362719472624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719475932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719484678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719484791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719487058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719487182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719496575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719496729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719518767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719518893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1362719534785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719539431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362719549300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719551622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719553296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719563754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719616287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362719620782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362719623444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719625012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719626730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362719656025
